 year | state |              station_name               | jan_cnt | feb_cnt | mar_cnt | apr_cnt | may_cnt | jun_cnt | jul_cnt | aug_cnt | sep_cnt | oct_cnt | nov_cnt | dec_cnt | ttl_year 
 2022 | AL    | HUNTSVILLE INTL/C.T.JONES FIELD AIRPORT |       2 |       1 |       2 |       1 |       1 |       0 |       0 |       0 |       0 |       1 |       4 |       0 |       12
 2022 | TN    | NASHVILLE INTERNATIONAL AIRPORT         |       1 |       1 |       3 |       1 |       1 |       0 |       0 |       0 |       0 |       1 |       3 |       0 |       11
 2022 | TN    | MEMPHIS INTERNATIONAL AIRPORT           |       1 |       1 |       5 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       2 |       1 |       11
 2022 | LA    | SHREVEPORT REGIONAL AIRPORT             |       3 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       2 |       4 |       10
 2022 | OR    | MAHLON SWEET FIELD AIRPORT              |       2 |       0 |       0 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       2 |       4 |       10
 2022 | AR    | LITTLE ROCK AFB AIRPORT                 |       2 |       0 |       3 |       0 |       1 |       2 |       0 |       0 |       0 |       0 |       1 |       0 |        9
 2022 | NV    | RENO/TAHOE INTERNATIONAL AIRPORT        |       0 |       2 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       1 |       2 |       2 |        9
 2022 | SC    | CHARLESTON AFB/INTERNATIONAL AIRPORT    |       5 |       0 |       1 |       0 |       0 |       1 |       0 |       0 |       1 |       0 |       1 |       0 |        9
 2022 | TX    | AUSTIN-BERGSTROM INTL AIRPORT           |       3 |       1 |       1 |       0 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       2 |        9
 2022 | TX    | SAN ANTONIO INTERNATIONAL AIRPORT       |       3 |       1 |       2 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       1 |        8
 2022 | MS    | JACKSON INTERNATIONAL AIRPORT           |       1 |       1 |       2 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       1 |       1 |        8
 2022 | TX    | DALLAS/FT WORTH INTERNATIONAL AP        |       2 |       0 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       1 |       3 |        8
 2022 | GA    | HARTSFIELD-JACKSON ATLANTA INTL AP      |       3 |       0 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       2 |       0 |        7
 2022 | NV    | MCCARRAN INTERNATIONAL AIRPORT          |       0 |       2 |       2 |       1 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        7
 2022 | AL    | BIRMINGHAM INTERNATIONAL AIRPORT        |       1 |       1 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       2 |       0 |        6
 2022 | GA    | SAVANNAH/HILTON HEAD INTL AIRPORT       |       2 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |        4
 2022 | FL    | JACKSONVILLE INTERNATIONAL AIRPORT      |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |        2
 2022 | FL    | ORLANDO INTERNATIONAL AIRPORT           |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       1 |       0 |        2
 2022 | CA    | ONTARIO INTERNATIONAL ARPT              |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       2 |       0 |       0 |       0 |        2
 2022 | TX    | G BUSH INTERCONTINENTAL AP/HOUSTON AP   |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        1
 2022 | AZ    | TUCSON INTERNATIONAL AIRPORT            |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |        1
 2022 | LA    | LOUIS ARMSTRONG NEW ORLEANS INTL AP     |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |        1
 2022 | HI    | LIHUE AIRPORT                           |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        1
 2022 | CA    | SACRAMENTO INTL AIRPORT                 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       1 |        1
 2022 | HI    | HONOLULU INTERNATIONAL AIRPORT          |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        1
 2022 | FL    | TAMPA INTERNATIONAL AIRPORT             |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |        1
 2022 | FL    | PENSACOLA REGIONAL AIRPORT              |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        1
 2022 | FL    | FT LAUD/HOLLYWOOD INTL APT              |       0 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        1
 2022 | FL    | MIAMI INTERNATIONAL AIRPORT             |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2022 | AZ    | PHOENIX SKY HARBOR INTL AIRPORT         |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2022 | CA    | FRESNO YOSEMITE INTERNATIONAL AIRPORT   |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2022 | CA    | J. WAYNE APT-ORANGE CO APT              |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2022 | CA    | LOS ANGELES INTERNATIONAL AIRPORT       |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2022 | MS    | GULFPORT-BILOXI INTL ARPT               |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2022 | CA    | SAN DIEGO INTERNATIONAL AIRPORT         |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2022 | CA    | SAN FRANCISCO INTERNATIONAL AIRPORT     |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2022 | CA    | SANTA BARBARA MUNICIPAL AIRPORT         |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2022 | HI    | KAHULUI AIRPORT                         |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2023 | NY    | BUFFALO NIAGARA INTERNATIONAL AP        |       6 |      14 |       9 |       2 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       32
 2023 | MA    | GEN E L LOGAN INTERNATIONAL AIRPORT     |       6 |      11 |       7 |       4 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       30
 2023 | NY    | SYRACUSE HANCOCK INTERNATIONAL AP       |       6 |      13 |       7 |       2 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       30
 2023 | ME    | PORTLAND INTERNATIONAL JETPORT AP       |       6 |       8 |       8 |       4 |       4 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       30
 2023 | NY    | LA GUARDIA AIRPORT                      |       8 |      12 |       4 |       3 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       29
 2023 | VT    | BURLINGTON INTERNATIONAL AIRPORT        |       6 |      12 |       4 |       4 |       3 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       29
 2023 | NY    | GREATER ROCHESTER INTERNATIONAL AP      |       6 |      13 |       8 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       29
 2023 | NJ    | NEWARK LIBERTY INTERNATIONAL AP         |       7 |      12 |       5 |       3 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       29
 2023 | NY    | JOHN F KENNEDY INTERNATIONAL AIRPORT    |       7 |      11 |       5 |       3 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       28
 2023 | CO    | CITY OF COLORADO SPRINGS MUNICIPAL AP   |       5 |      11 |       7 |       3 |       0 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       27
 2023 | KS    | WICHITA EISENHOWER NATIONAL             |       7 |       8 |       5 |       3 |       0 |       2 |       1 |       1 |       0 |       0 |       0 |       0 |       27
 2023 | RI    | THEODORE F GREEN STATE AIRPORT          |       7 |      10 |       6 |       3 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       27
 2023 | CT    | BRADLEY INTERNATIONAL AIRPORT           |       6 |       9 |       6 |       3 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       26
 2023 | NY    | ALBANY INTERNATIONAL AIRPORT            |       5 |      12 |       4 |       3 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       26
 2023 | NM    | ALBUQUERQUE INTL SUNPORT AIRPORT        |       9 |       9 |       0 |       4 |       1 |       0 |       0 |       2 |       0 |       0 |       0 |       0 |       25
 2023 | NJ    | TRENTON MERCER AIRPORT                  |       6 |      10 |       5 |       3 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       25
 2023 | NH    | MANCHESTER AIRPORT                      |       3 |       9 |       6 |       4 |       3 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       25
 2023 | MI    | DETROIT METRO WAYNE COUNTY AIRPORT      |       6 |       9 |       6 |       1 |       1 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       25
 2023 | NJ    | ATLANTIC CITY INTERNATIONAL AIRPORT     |       6 |       6 |       6 |       3 |       3 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       24
 2023 | VA    | RICHMOND INTERNATIONAL AIRPORT          |       7 |       7 |       5 |       3 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       24
 2023 | CO    | DENVER INTERNATIONAL AIRPORT            |       6 |       7 |       8 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       23
 2023 | VA    | NORFOLK INTERNATIONAL AIRPORT           |       6 |       8 |       4 |       3 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       23
 2023 | PA    | HARRISBURG INTERNATIONAL AIRPORT        |       7 |       9 |       3 |       2 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       23
 2023 | VA    | RONALD REAGAN WASHINGTON NATL AP        |       7 |       7 |       5 |       2 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       23
 2023 | MD    | BALTIMORE-WASHINGTON INTL AIRPORT       |       6 |      10 |       4 |       2 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       23
 2023 | PA    | PHILADELPHIA INTERNATIONAL AIRPORT      |       7 |       7 |       5 |       2 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       22
 2023 | MI    | GERALD R FORD INTERNATIONAL AIRPORT     |       5 |       9 |       5 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       21
 2023 | WI    | GENERAL MITCHELL INTERNATIONAL AP       |       2 |      10 |       4 |       3 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       21
 2023 | IL    | CHICAGO O'HARE INTERNATIONAL AIRPORT    |       4 |       8 |       4 |       2 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       20
 2023 | IL    | CHICAGO MIDWAY INTL ARPT                |       4 |       6 |       5 |       2 |       1 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       20
 2023 | OH    | CLEVELAND-HOPKINS INTERNATIONAL AP      |       4 |       7 |       7 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       20
 2023 | VA    | CHARLOTTESVILLE ALBEMARLE ARPT          |       5 |       6 |       5 |       2 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       20
 2023 | VA    | NWPT NEWS/WIMBURG INTL APT              |       4 |       7 |       4 |       3 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       20
 2023 | WV    | YEAGER AIRPORT                          |       4 |       6 |       6 |       2 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       20
 2023 | KY    | CINCINNATI/NORTHERN KENTUCKY INTL AP    |       5 |       6 |       5 |       1 |       0 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       19
 2023 | WI    | AUSTIN STRAUBEL INTERNATIONAL AP        |       2 |      10 |       3 |       3 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       19
 2023 | PA    | PITTSBURGH INTERNATIONAL AIRPORT        |       4 |       6 |       7 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       19
 2023 | IA    | DES MOINES INTERNATIONAL AIRPORT        |       3 |      11 |       3 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       19
 2023 | VA    | WASHINGTON DULLES INTERNATIONAL AP      |       6 |       5 |       5 |       2 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       19
 2023 | MO    | KANSAS CITY INTERNATIONAL AIRPORT       |       3 |      10 |       3 |       0 |       0 |       0 |       2 |       0 |       0 |       0 |       0 |       0 |       18
 2023 | OK    | TULSA INTERNATIONAL AIRPORT             |       6 |       6 |       4 |       0 |       0 |       1 |       0 |       1 |       0 |       0 |       0 |       0 |       18
 2023 | OH    | J.M.COX DAYTON INTERNATIONAL AIRPORT    |       4 |       5 |       7 |       1 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       18
 2023 | SD    | JOE FOSS FIELD AIRPORT                  |       4 |       8 |       4 |       1 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       18
 2023 | IN    | FORT WAYNE INTERNATIONAL AIRPORT        |       5 |       5 |       6 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       18
 2023 | NE    | LINCOLN MUNICIPAL AIRPORT               |       5 |       6 |       5 |       1 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       18
 2023 | NE    | EPPLEY AIRFIELD AIRPORT                 |       4 |       8 |       5 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       18
 2023 | MN    | MINNEAPOLIS-ST PAUL INTERNATIONAL AP    |       2 |      10 |       2 |       2 |       1 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       18
 2023 | IN    | INDIANAPOLIS INTERNATIONAL AIRPORT      |       3 |       5 |       5 |       1 |       1 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       17
 2023 | MO    | LAMBERT-ST LOUIS INTERNATIONAL AP       |       3 |       6 |       5 |       2 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       17
 2023 | IL    | ABRAHAM LINCOLN CAPITAL AIRPORT         |       3 |       6 |       5 |       2 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       17
 2023 | IA    | EASTERN IOWA REGIONAL AIRPORT           |       4 |       8 |       3 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       16
 2023 | OH    | PORT COLUMBUS INTERNATIONAL AIRPORT     |       4 |       4 |       6 |       1 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       16
 2023 | OK    | WILL ROGERS WORLD AIRPORT               |       2 |       6 |       5 |       0 |       0 |       1 |       0 |       1 |       0 |       0 |       0 |       0 |       15
 2023 | ND    | HECTOR INTERNATIONAL AIRPORT            |       5 |       7 |       2 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       15
 2023 | AK    | JUNEAU INTERNATIONAL                    |       2 |       7 |       2 |       1 |       0 |       1 |       0 |       1 |       0 |       0 |       0 |       0 |       14
 2023 | NV    | RENO/TAHOE INTERNATIONAL AIRPORT        |       4 |       6 |       4 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       14
 2023 | NC    | RALEIGH-DURHAM INTERNATIONAL AP         |       6 |       4 |       2 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       14
 2023 | MN    | DULUTH INTERNATIONAL AIRPORT            |       2 |       7 |       0 |       3 |       1 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       14
 2023 | LA    | SHREVEPORT REGIONAL AIRPORT             |       3 |       4 |       4 |       1 |       0 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       14
 2023 | MT    | GALLATIN FIELD AIRPORT                  |       3 |       5 |       3 |       0 |       0 |       0 |       2 |       0 |       0 |       0 |       0 |       0 |       13
 2023 | TX    | DALLAS/FT WORTH INTERNATIONAL AP        |       3 |       4 |       3 |       1 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       13
 2023 | NC    | PIEDMONT TRIAD INTERNATIONAL AIRPORT    |       6 |       3 |       2 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       13
 2023 | KY    | LOUISVILLE INTL-STANDIFORD FIELD AP     |       2 |       4 |       3 |       1 |       0 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       12
 2023 | TX    | EL PASO INTERNATIONAL AIRPORT           |       5 |       6 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       12
 2023 | OR    | PORTLAND INTERNATIONAL AIRPORT          |       4 |       4 |       3 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       11
 2023 | OR    | MAHLON SWEET FIELD AIRPORT              |       5 |       2 |       4 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       11
 2023 | AK    | FAIRBANKS INTERNATIONAL                 |       5 |       2 |       3 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       11
 2023 | UT    | SALT LAKE CITY INTERNATIONAL AIRPORT    |       5 |       4 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       11
 2023 | AK    | TED STEVENS ANCHORAGE INTL              |       2 |       1 |       5 |       0 |       0 |       1 |       0 |       1 |       0 |       0 |       0 |       0 |       10
 2023 | ID    | BOISE AIR TERMINAL/GOWEN FD AIRPORT     |       2 |       4 |       4 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       10
 2023 | WY    | NATRONA COUNTY INTERNATIONAL AP         |       0 |       5 |       2 |       1 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |        9
 2023 | WA    | SEATTLE-TACOMA INTERNATIONAL AIRPORT    |       4 |       3 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        9
 2023 | TN    | MEMPHIS INTERNATIONAL AIRPORT           |       3 |       2 |       4 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        9
 2023 | MD    | ANDREWS AIR FORCE BASE AIRPORT          |       1 |       4 |       3 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        9
 2023 | AR    | LITTLE ROCK AFB AIRPORT                 |       2 |       1 |       1 |       1 |       0 |       3 |       1 |       0 |       0 |       0 |       0 |       0 |        9
 2023 | MS    | JACKSON INTERNATIONAL AIRPORT           |       2 |       0 |       2 |       1 |       0 |       3 |       0 |       0 |       0 |       0 |       0 |       0 |        8
 2023 | NC    | CHARLOTTE/DOUGLAS INTERNATIONAL AP      |       2 |       4 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        8
 2023 | MT    | BILLINGS LOGAN INTERNATIONAL AIRPORT    |       2 |       4 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        8
 2023 | CA    | SACRAMENTO INTL AIRPORT                 |       4 |       0 |       3 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        7
 2023 | CA    | SAN FRANCISCO INTERNATIONAL AIRPORT     |       2 |       0 |       5 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        7
 2023 | SC    | GREENVILLE-SPARTANBURG INTL AIRPORT     |       3 |       2 |       1 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        7
 2023 | WA    | SPOKANE INTERNATIONAL AIRPORT           |       1 |       4 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        6
 2023 | NC    | WILMINGTON INTERNATIONAL AIRPORT        |       3 |       2 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        6
 2023 | NV    | MCCARRAN INTERNATIONAL AIRPORT          |       3 |       3 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        6
 2023 | TX    | AUSTIN-BERGSTROM INTL AIRPORT           |       2 |       3 |       0 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |        6
 2023 | TX    | SAN ANTONIO INTERNATIONAL AIRPORT       |       1 |       1 |       1 |       1 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |        6
 2023 | TN    | NASHVILLE INTERNATIONAL AIRPORT         |       1 |       1 |       3 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        5
 2023 | AL    | BIRMINGHAM INTERNATIONAL AIRPORT        |       2 |       1 |       1 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |        5
 2023 | AZ    | TUCSON INTERNATIONAL AIRPORT            |       2 |       1 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        4
 2023 | GA    | HARTSFIELD-JACKSON ATLANTA INTL AP      |       2 |       0 |       1 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        4
 2023 | AZ    | PHOENIX SKY HARBOR INTL AIRPORT         |       1 |       1 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        4
 2023 | SC    | CHARLESTON AFB/INTERNATIONAL AIRPORT    |       0 |       1 |       0 |       1 |       0 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |        3
 2023 | TX    | G BUSH INTERCONTINENTAL AP/HOUSTON AP   |       1 |       0 |       1 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |        3
 2023 | AL    | HUNTSVILLE INTL/C.T.JONES FIELD AIRPORT |       1 |       0 |       1 |       0 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |        3
 2023 | FL    | PENSACOLA REGIONAL AIRPORT              |       1 |       0 |       0 |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        3
 2023 | CA    | FRESNO YOSEMITE INTERNATIONAL AIRPORT   |       1 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        2
 2023 | CA    | LOS ANGELES INTERNATIONAL AIRPORT       |       1 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |        2
 2023 | CA    | ONTARIO INTERNATIONAL ARPT              |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        2
 2023 | CA    | SANTA BARBARA MUNICIPAL AIRPORT         |       1 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        2
 2023 | MS    | GULFPORT-BILOXI INTL ARPT               |       2 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        2
 2023 | LA    | LOUIS ARMSTRONG NEW ORLEANS INTL AP     |       1 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        2
 2023 | FL    | FT LAUD/HOLLYWOOD INTL APT              |       0 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        1
 2023 | GA    | SAVANNAH/HILTON HEAD INTL AIRPORT       |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        1
 2023 | FL    | TAMPA INTERNATIONAL AIRPORT             |       0 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        1
 2023 | FL    | ORLANDO INTERNATIONAL AIRPORT           |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |       0 |       0 |       0 |       0 |        1
 2023 | CA    | SAN DIEGO INTERNATIONAL AIRPORT         |       1 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        1
 2023 | FL    | MIAMI INTERNATIONAL AIRPORT             |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2023 | FL    | JACKSONVILLE INTERNATIONAL AIRPORT      |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2023 | HI    | KAHULUI AIRPORT                         |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2023 | HI    | HONOLULU INTERNATIONAL AIRPORT          |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2023 | HI    | LIHUE AIRPORT                           |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
 2023 | CA    | J. WAYNE APT-ORANGE CO APT              |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |        0
(448 rows)

